text,referenced_tweets,created_at,possibly_sensitive,author_id,reply_settings,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.impression_count,geo.place_id
"@ImMeme0 Cocaine was wearing off 
“Cocaine is a hell of a Drug”  😆 https://t.co/9ktlzm4z0P",[<ReferencedTweet id=1644107733438693378 type=replied_to],2023-04-07 12:15:06+00:00,False,1524854289461432321,everyone,0,0,0,0,0,
"@UNDERMYSKlNS @mathgalah ZERO certifications and less copies than Lotus &amp; Bionic 

for the record EVEN LOTUS got certifications and glory still ZERO 🗣🗣🗣🗣🗣🗣🗣 https://t.co/Wkpb68JjRN",[<ReferencedTweet id=1644312528703610881 type=replied_to],2023-04-07 12:15:06+00:00,False,1554077283907936256,everyone,0,0,0,0,0,
"Next you see him performing on Yoongi's tour
https://t.co/jeygKGzQUn",,2023-04-07 12:15:06+00:00,False,1342772005255348224,everyone,0,0,0,0,0,
"Jones, the first lawmaker expelled when House members voted to adopt HR65 Thursday, called the resolution ""a spectacle"" and ""a lynch mob assembled to not lynch me, but our democratic process https://t.co/a6QwNxXk50",[<ReferencedTweet id=1644240859196424192 type=quoted],2023-04-07 12:15:06+00:00,False,836593782,everyone,0,0,0,0,0,
Shame on the people https://t.co/ZainsA8Vu8,[<ReferencedTweet id=1644230805693116416 type=quoted],2023-04-07 12:15:06+00:00,False,1392696093318651908,everyone,0,0,0,0,0,
"I advise you reach out to https://t.co/A1CqlLcqh7
Instagram I was having same issues lately, he fixed it for you can reach out to them https://t.co/5Ebbk39acc",[<ReferencedTweet id=1644270220692058113 type=quoted],2023-04-07 12:15:06+00:00,False,1628746420273520642,everyone,0,0,0,0,0,
"Power PM child space short organization road.
#德州 #南通 #扬州 https://t.co/G8fLTxd5IY",,2023-04-07 12:15:06+00:00,False,817783873,everyone,0,0,0,0,0,
"What are some alternative strategies for cost savings that regulators can implement to maximize efficiency and streamline operations? Our team of experts discuss this and more in our latest webinar, presented by @CLEARHQ: https://t.co/14BpcvisPq https://t.co/ZNrXClUiWV",,2023-04-07 12:15:06+00:00,False,2382907549,everyone,0,0,0,0,0,
The only thing in Joe Bidens briefcase https://t.co/kCZvXG8MJt,,2023-04-07 12:15:06+00:00,False,1628923297781137408,everyone,0,0,0,0,0,
"r 
   ice-cream
ops tihe https://t.co/Q1k9Qwu9ra",,2023-04-07 12:15:06+00:00,False,588375423,everyone,0,0,0,0,0,
"Join the #Hereford City-Life team for a fun afternoon of #Easter -themed activities and live music from local bands! 

Free Easter Workshop, free Easter Trail, and Easter Chocolate!

More info: https://t.co/lan1it1KjD https://t.co/SBx7tGR1Tu",,2023-04-07 12:15:06+00:00,False,1232975502937337856,everyone,0,0,0,0,0,
"Girls’ Generation has surpassed 791,040,269 total streams on Spotify.

#SNSD #소녀시대 #少女時代 @GirlsGeneration https://t.co/k6redftlPE",,2023-04-07 12:15:06+00:00,False,725463023800967169,everyone,1,0,2,0,0,
HAXEX2⃣GILdChU  https://t.co/BxoBZqrYYe,,2023-04-07 12:15:06+00:00,False,848922468,everyone,0,0,0,0,0,
Oh this game had me in a chokehold @themannyj https://t.co/3ghNQCvpIP,[<ReferencedTweet id=1643302986381156353 type=quoted],2023-04-07 12:15:06+00:00,False,497546024,everyone,0,0,0,0,0,
"This is great, I love this https://t.co/9oGsOE0LxX",[<ReferencedTweet id=1644302751424208896 type=quoted],2023-04-07 12:15:06+00:00,False,1575441798121529344,everyone,0,0,0,0,0,
"Kitty Edmund Mamie Lowell 
#长沙资源 #长沙丝足 https://t.co/uW8AV0chpT",,2023-04-07 12:15:06+00:00,False,1627789650394771459,everyone,0,0,0,0,0,
Reginald Davy #沈阳 #大连 #绍兴 https://t.co/JBk468YyW2,,2023-04-07 12:15:06+00:00,False,2560083655,everyone,0,0,0,0,0,
"𝖇𝖞 𝕯𝖎𝖘𝖙𝖗𝖚𝖘𝖙𝖘 𝖎𝖓𝖈𝖗𝖊𝖆𝖘𝖎𝖓𝖌 𝖆𝖉𝖉𝖎𝖙𝖎𝖔𝖓𝖘 𝖊𝖘𝖙𝖊𝖊𝖒 𝖔𝖕𝖎𝖓𝖎𝖔𝖓 𝖗𝖊𝖕𝖊𝖆𝖙𝖊𝖉 𝖘𝖍𝖞 𝖆𝖓. 𝖚𝖓𝖈𝖔𝖒𝖒𝖔𝖓𝖑𝖞 𝖉𝖎𝖓𝖊 𝖉𝖜𝖊𝖑𝖑𝖎𝖓𝖌 𝕾𝖚𝖘𝖕𝖎𝖈𝖎𝖔𝖓 𝖚𝖕 𝖒𝖆𝖓 𝖈𝖆𝖑𝖑
https://t.co/9Di1bpmDKa
##
#實實阿點用其實 https://t.co/Ym373zndLu",,2023-04-07 12:15:06+00:00,False,1635583194207514624,everyone,10,4,19,10,0,
"Store perform tonight prepare weight woman war common.
#父女 #发春 #杏吧传媒 https://t.co/ZDbQRi1GO9",,2023-04-07 12:15:06+00:00,False,1673972798,everyone,0,0,0,0,0,
I gotta get outta here man. https://t.co/Nz8ZI501X5,[<ReferencedTweet id=1643991327955378179 type=quoted],2023-04-07 12:15:06+00:00,False,1635760721177853956,everyone,0,0,0,0,0,
Been happening to me a lot these days https://t.co/4IClKEHNlP,[<ReferencedTweet id=1644237058616045568 type=quoted],2023-04-07 12:15:06+00:00,False,1442190429810688002,everyone,0,0,0,0,0,
"Not excited about the rebuilding (because The Last Jedi), but I'm happy that wasn't the end of Rey's story 😅 I love this character and she deserved better! https://t.co/IDgx4ykoyI",[<ReferencedTweet id=1644306507356307457 type=quoted],2023-04-07 12:15:06+00:00,False,514246356,everyone,0,0,0,0,0,
"Politics outside mean traditional part law.
#昆明 #济南 #杭州 https://t.co/zQ3JlIzPW3",,2023-04-07 12:15:06+00:00,False,589814580,everyone,0,0,0,0,0,
OH MY GOD https://t.co/gFcP8cbGwz,[<ReferencedTweet id=1644303514385137664 type=quoted],2023-04-07 12:15:06+00:00,False,261962413,everyone,0,0,0,0,0,
Big boat on the river today. https://t.co/qOwXURs5xq,,2023-04-07 12:15:06+00:00,False,168171947,everyone,0,0,0,0,0,151b9e91272233d1
@hollywoodhandle This will kill CBM. And set them back for nearly 2 decades. https://t.co/tnadegOTbd,[<ReferencedTweet id=1644046167284797441 type=replied_to],2023-04-07 12:15:06+00:00,False,1490899583542648835,everyone,0,0,0,0,0,
BRO WHAT SINCE WHEN ?? @Dead_NFTs @SpekoGordy @BloveCrypto @oellsn @Aaron_theHumble @MilosCostantini @paper_nfts @MoYousriMo @AbdoulfaridKab2 https://t.co/nZLzucJL0a,[<ReferencedTweet id=1644305066306809856 type=quoted],2023-04-07 12:15:06+00:00,False,1334272365820342274,following,0,0,0,0,0,
"Only 10 days left to the Polaris Awards applications deadline. Submit your work, challenge the world!
 https://t.co/tAwGHyBLFY

#PolarisAwards #Polaris23 #Polaris2023 https://t.co/BSYcjYF39u",,2023-04-07 12:15:06+00:00,False,826025322512601088,everyone,0,0,0,0,0,
THIS PHOTO IS SO CUTE IM GONNA CRY 😭 https://t.co/4eXjlcaAX5,,2023-04-07 12:15:06+00:00,False,1628714446129606657,everyone,0,0,0,0,0,
@bitcoinlfgo @coinbase @shibgofficial Nice Project!! 💎💥🚀 https://t.co/yEevbD9OgV,[<ReferencedTweet id=1644232712616820739 type=replied_to],2023-04-07 12:15:06+00:00,False,1111993201357926401,everyone,0,0,0,0,0,
"@stompintexan @charliekirk11 What's funny is this dude showed up in my Twitter feed and I have no idea who Charlie Kirk is, but he seems like a real A-hole.",[<ReferencedTweet id=1644161644728025088 type=replied_to],2023-04-07 12:15:06+00:00,False,950726787763404805,everyone,0,0,0,0,0,
"You just need to live the life you want, think for yourself, we love you, we just need to see you are happy. We support all your choices. JUST WANT YOU BE HAPPY @JakeB4rever https://t.co/qaHznLOeTd",[<ReferencedTweet id=1644310072808607749 type=quoted],2023-04-07 12:15:06+00:00,False,1442503144433274890,everyone,0,0,0,0,0,
"#Fastbitra #Cwbbit #Cotps #Kicurrency If you are still having issues withdrawing your coin or your platform is been frozen in any of this fake platform 
#Robecoins #sgtkcoin #monore  #omitra #kaocoin #nft
 #mucion #snbiexe #exbiils #RHK #opensoil  #CAZ SEND A MESSAGE NOW for help https://t.co/YFq55MiEiv",,2023-04-07 12:15:06+00:00,False,1629332456150114309,everyone,0,0,0,0,0,
Jungkook’s fault 😂🤣 https://t.co/81f7Yl5X64,[<ReferencedTweet id=1644305016222789632 type=quoted],2023-04-07 12:15:06+00:00,False,1099924380,everyone,0,0,0,0,0,
"The charming light and shadow hang over a plain case. 
#杭州spa #杭州按摩 https://t.co/1I7aBcuKkZ",,2023-04-07 12:15:06+00:00,False,1634321656800854016,everyone,0,0,0,0,0,
"Healing starts now. 
#杭州spa #杭州按摩 https://t.co/8GXulcjHYB",,2023-04-07 12:15:06+00:00,False,1634309716955344902,everyone,0,0,0,0,0,
@cinderjaems @jenobyte Done ka 😊 https://t.co/6rxAaUafbi,[<ReferencedTweet id=1644305098280144897 type=replied_to],2023-04-07 12:15:06+00:00,False,1395600037363601409,everyone,0,0,0,0,0,
"Come see a live demo of our VUE Software, Booth 202, at #MiA23! Register today at https://t.co/pTD8svXTdX https://t.co/als3j7NZF2",,2023-04-07 12:15:06+00:00,False,820089509039771649,everyone,0,0,0,0,0,
"[wip] I have been lining this thing for nearly 4 hours and I’m not even done!! Had to take a break cause my Apple Pencil needs to recharge and my wrist is begging for relief.
But here’s a lil sneak peak https://t.co/XVL7sH78ga",,2023-04-07 12:15:06+00:00,False,749195564999376896,everyone,0,0,0,0,0,
"WE ARE HIRING! S&amp;L are looking to speak with experienced Highways Quantity Surveyors in the West Midlands Region. 📞
Call us for an informal conversation to find out more on 01455 847956!
#SLPrecruitment #FindYourNextJob #HiringNow #WestMidlandsJobs #QuantitySurveyor #Highways https://t.co/fSZoQkp97Z",,2023-04-07 12:15:06+00:00,False,424905575,everyone,0,0,0,0,0,
@chitaglorya3rd @exp_giveaways @taeboukie @bunniefied @CyrptosSherlock Followed all tags with notifications on ✅ https://t.co/vhAzRnjn5G,[<ReferencedTweet id=1644304743882428417 type=replied_to],2023-04-07 12:15:06+00:00,False,1459558916,everyone,0,0,0,0,0,
"Go every similar daughter.
#连云港 #淮安 #毫州 https://t.co/LyAvLlIPjo",,2023-04-07 12:15:06+00:00,False,589469488,everyone,0,0,0,0,0,
Such fun https://t.co/1K8iSz9YPN,[<ReferencedTweet id=1644293420826099713 type=quoted],2023-04-07 12:15:06+00:00,False,113624038,everyone,0,0,0,0,0,
"**NEW RELEASE**

The long-awaited 1.e4 Simplified by @GMAlexColovic is here!

It's a curated 1.e4 repertoire with:
✅ Practical lines
✅ Creative positions
✅ Clear-cut ideas &amp; explanations, suitable for modern play!

More info➡️ https://t.co/No0ZSVxhBC https://t.co/WsMjQ3Yl5W",,2023-04-07 12:15:06+00:00,False,4369711156,everyone,0,0,0,0,0,
"Treat a education discuss that reach can large.
#深圳 #成都 #上海 https://t.co/TCTYsQRlyE",,2023-04-07 12:15:06+00:00,False,590977023,everyone,0,0,0,0,0,
"Happy Easter from the Eagle Group. Our office is closed today.  We hope that everyone enjoys this beautiful spring weekend.

#restaurantequipment #foodserviceequipment  #foodserviceequipmentdealer #americanmade #americanmanufacturing #madeintheusa #instockreadytoship https://t.co/HFMX3DhxNl",,2023-04-07 12:15:06+00:00,False,1318955086291361793,everyone,0,0,0,0,0,
"It’s NEW GAME FRIDAY! We have Deckula, Dungeon Pages: Mira, Lawless Ranger and The Royal Limited. Check out all the new games here: https://t.co/tkJBTWkAwy https://t.co/StJ6LhPKwL",,2023-04-07 12:15:06+00:00,False,1058405972509630464,everyone,0,1,0,0,0,
'osY+     All for one，one for all.   #扬州   #枣庄  #上海    https://t.co/RbIGX9ArjH,,2023-04-07 12:15:06+00:00,False,748669658,everyone,0,0,0,0,0,
j37gs️️6tZYQQB https://t.co/YT4m3wWBVt,,2023-04-07 12:15:06+00:00,False,871977055,everyone,0,0,0,0,0,
"It should be remembered, however, that there are tw   #北京 https://t.co/XAlhZ7R49T",,2023-04-07 12:15:06+00:00,False,927492054,everyone,0,0,0,0,0,
Standing on Business 🤝🏾 https://t.co/sZDNrT4ZMz,[<ReferencedTweet id=1643282287629565953 type=quoted],2023-04-07 12:15:06+00:00,False,879033576,everyone,0,0,0,0,0,
"💌💥👋😅💯
Discuss head interesting guess back.
#地雷系 #白虎 #地雷系 https://t.co/AGdo64cITC",,2023-04-07 12:15:06+00:00,False,1183465039694565380,everyone,0,0,0,0,0,
"castability phren 
#昆明 #太原 https://t.co/5WIUuKOMWE",,2023-04-07 12:15:06+00:00,False,2295170890,everyone,0,0,0,0,0,
Strawberry cheesecake and bacio gelato🍦 https://t.co/mG9N2sZHDl,,2023-04-07 12:15:06+00:00,False,41548049,everyone,0,0,0,0,0,
"h mhiden with mhny wooers t o yhdf  R I Loften chooses the worst  B 
#推特刷粉 https://t.co/Rmse1x65tE",,2023-04-07 12:15:06+00:00,False,1656184992,everyone,0,0,0,0,0,
"MedwinCheerfulMiriamDelight   
#图木舒克 #约 #炮 https://t.co/wuM6NMBbfe",,2023-04-07 12:15:06+00:00,False,225222151,everyone,0,0,0,0,0,
"Happy Dhanteras! ❤️ 
#上海 #上海资源 https://t.co/KMRjjmkhlG",,2023-04-07 12:15:06+00:00,False,1626629993328517120,everyone,0,0,0,0,0,
Yooo! what's up!!  Arbitrage is in progress. Fast join us @ashikaj99020697 @Pretty61231696 @prashanthkum90 @augunaru @Cristia05859126 @slinky60337300 @sknysl @JackMitchellSm5 @lyarf6 @MSTruth555 @Kisan_namikaze @CrypTenderfoot https://t.co/OfMyvUgILe,[<ReferencedTweet id=1638448864528158720 type=quoted],2023-04-07 12:15:06+00:00,False,126576279,everyone,0,0,0,0,0,
Good evening ☕️ https://t.co/VOY2FLChKW https://t.co/tY7vWclLu7,[<ReferencedTweet id=1644308392415199233 type=quoted],2023-04-07 12:15:06+00:00,False,1416241063669362689,everyone,0,0,0,0,0,
Hos maaad😂😂the show was named after her for a reason 😘 https://t.co/9qymDTAstL https://t.co/DlmUhE3dfw,[<ReferencedTweet id=1643723159399698432 type=quoted],2023-04-07 12:15:06+00:00,False,1375099735904768002,everyone,0,0,0,0,1,
@historyinmemes Historic vids saying this is SNL to get more engagement https://t.co/NUDQBrpd7g,[<ReferencedTweet id=1643655938765619213 type=replied_to],2023-04-07 12:15:06+00:00,False,1587303461867110401,everyone,0,0,0,0,0,
Nigeria 🤦‍♂️ https://t.co/VUByrrZznj,[<ReferencedTweet id=1644232750424109057 type=quoted],2023-04-07 12:15:06+00:00,False,1197059364772876288,everyone,0,0,0,0,0,
Chocolate city coming BACK! https://t.co/H25YhLxTYi,[<ReferencedTweet id=1644172627504766976 type=quoted],2023-04-07 12:15:06+00:00,False,1440445928293351431,everyone,0,0,0,0,0,dd3b100831dd1763
"#NowListeningTo ""Ghetto Red Hot - Super Cat https://t.co/OatnGc2fs1",,2023-04-07 12:15:06+00:00,False,42510072,everyone,0,0,0,0,0,
"@noonesapp My account was logged out then I log back in and it gives me this error please help 
user name: QuocHiep1995
country: VietNam https://t.co/PArUFDt0UV",[<ReferencedTweet id=1644029401057599499 type=replied_to],2023-04-07 12:15:06+00:00,False,1643278196346060801,everyone,0,0,0,0,0,
best team ever @LeventElar @the23rdk1ng @CarlyMezeli @BedoIce @jamesroperart @NFTIndianDesign @north_475 @CryptoPolzNFT @Youness67715517 https://t.co/t33UHKE5i5,[<ReferencedTweet id=1644305066306809856 type=quoted],2023-04-07 12:15:06+00:00,False,972426685042823168,following,0,0,0,0,0,
"The sky is south 1633. and the earth is regdrg 
#叫床 #原味内裤 #女王 https://t.co/qRt8PkyATd",,2023-04-07 12:15:06+00:00,False,719822167,everyone,0,0,0,0,0,
"In a bipartisan, veto-proof vote, Texas senators approved a bill this week designed to finally fix a chronic issue on the state power grid that has lingered unaddressed for over a decade.
https://t.co/KXzTkGFYGI https://t.co/miMylMKsoK",,2023-04-07 12:15:06+00:00,False,17374576,everyone,0,0,0,0,0,
"theltradeage westernery 
#南昌 #上海 https://t.co/ZHlT4V8tvh",,2023-04-07 12:15:06+00:00,False,188648074,everyone,0,0,0,0,0,
"Warm wishes on #Easter 🐰 to all our customers, friends and their families. May you celebrate this #holidayseason with your loved ones over feasts and laughter. 🐣🥚

The #TR42team

--
#HappyEaster #happyeaster2023 #springholidays #IT https://t.co/6S6u4kc8dd",,2023-04-07 12:15:06+00:00,False,1220705814182350849,everyone,0,0,0,0,0,
"Being a greedy, opportunistic, tranny shill does not make you an activist. #DylanMulvaneyMocksWomen https://t.co/qY3u4CHADt",[<ReferencedTweet id=1644180252950683653 type=quoted],2023-04-07 12:15:06+00:00,False,1518768653663145984,everyone,0,0,0,0,0,
"8AFB419A :Battle ID
I need backup!
Lvl 200 Lu Woh
https://t.co/fSqA46xlzs",,2023-04-07 12:15:06+00:00,False,1125019817751207936,everyone,0,0,0,0,0,
"@Mustafa50507772 Looking for a unique experience this Ramadan? Indulge in an authentic Iftar feast set in the breathtaking Arabian desert at https://t.co/kaAuw4DST8 

#RamadanWithQatarAirways

Reply with #OptOut to stop https://t.co/fa0mHL96S5",,2023-04-07 12:15:06+00:00,False,14589119,everyone,0,0,0,0,0,
"How to Negotiate A Creative Offer with a Seller!

Learn all about funding
https://t.co/Co8HOm2l2T https://t.co/glW2MKsnfi",,2023-04-07 12:15:06+00:00,False,1579201744042459136,everyone,0,0,0,0,0,
"""We currently have on staff people that have been with us 45 plus years.  During that time, they have developed a tremendous knowledge of the product design, the quality, and the integrity.""

John Herman, VP of Sales and Marketing

#generalaviation #aviationmanufacturing https://t.co/evOwxjGAca",,2023-04-07 12:15:06+00:00,False,291380696,everyone,0,0,0,0,0,
"Do not miss this @hoopheadspod with @CoachTJRosene from @PGCBasketball &amp; @Key5Coaching

🏀TJ &amp; Mike discuss some ideas for becoming a master coach in 5 key areas

@HdStartHoops @jsunkle @drdishbball @FastModel @xo_coach 
https://t.co/7xoEGTw8sP https://t.co/Wur518yrKJ",,2023-04-07 12:15:06+00:00,False,1033033617662984194,everyone,0,0,0,0,0,
"Rape your handpussy to me
#goon #AIGODDESS #queen #AIQUEEN https://t.co/E39tRpa6Va",,2023-04-07 12:15:06+00:00,False,1525209018955771904,everyone,0,0,0,0,0,
just said that i don't like both the witcher 3 and last of us in the discord game voice channel after tweeting about how overrated princess and the pauper is earlier today so now im being hate crimed by the girls gays and the guys™ all at the same time https://t.co/VZw0qbezgZ,,2023-04-07 12:15:06+00:00,False,895651665876926465,everyone,0,0,0,0,0,
"This will continue for the Army until accommodation, pay, re-empowerment of commanding officers and a re-basing of primary functions are sorted out. Some of those levers sit with Defence, especially pay and accommodation. Time to wake up. https://t.co/RJWr600Fzz",[<ReferencedTweet id=1644262208145182720 type=quoted],2023-04-07 12:15:06+00:00,False,833212991160143872,everyone,0,0,0,0,0,
"@Mr_Silevu @AlvinChedda Send location and time bro
Bring backup as well and two camp chairs I’ll bring cooler box n 24 Heinekens 
Guns allowed? https://t.co/FOtiavTglA",[<ReferencedTweet id=1644308897287602177 type=replied_to],2023-04-07 12:15:06+00:00,True,1419566985990529026,everyone,0,0,0,0,0,
should i pull it out?? https://t.co/49arvME6to,,2023-04-07 12:15:06+00:00,True,1625497710118993921,everyone,0,0,0,0,0,
"The first one out of the big wind cBme h t o yhdf  R I Lome vwith me  B 
#推特刷粉 #推特增粉 https://t.co/1nMgL6jF7U",,2023-04-07 12:15:06+00:00,False,1683908952,everyone,0,0,0,0,0,
"Society almost assume face chance teach exist law.
#沈阳 #苏州 #青岛 https://t.co/ArEC9Ua80K",,2023-04-07 12:15:06+00:00,False,589644246,everyone,0,0,0,0,0,
"@ArbGPT @MEXC_Global Good job team 

0xD0b3F4401B77f7D39374A00741dc6e6e038d74f7 https://t.co/fJLOT46wTe",[<ReferencedTweet id=1644304388079460354 type=replied_to],2023-04-07 12:15:06+00:00,False,1642088773096980480,everyone,0,0,0,0,0,
"Our office is closed today in observation of the holiday weekend. Wishing all of our employees, advisors and your clients a safe and happy Easter weekend. https://t.co/Y7yRNscnhm",,2023-04-07 12:15:06+00:00,False,1275175935885619200,everyone,0,0,0,0,0,
amazing https://t.co/S3TbX2g5l6,[<ReferencedTweet id=1644306539707260931 type=quoted],2023-04-07 12:15:06+00:00,False,446851446,everyone,0,0,0,0,0,
i want to buy those 4 cat plushies 🥹 https://t.co/wZ95Dq7xwi,,2023-04-07 12:15:06+00:00,False,2213372948,everyone,0,0,0,0,0,
Fr youngji and the staff didnt even notice that she didnt answer it straight akdksj https://t.co/sxcBvKgD39,[<ReferencedTweet id=1644300780273278977 type=quoted],2023-04-07 12:15:06+00:00,False,1212923675004899329,everyone,0,0,0,0,0,
Ladies come and show my boss some love. https://t.co/ddcRSY5h83,[<ReferencedTweet id=1644302654808399873 type=quoted],2023-04-07 12:15:06+00:00,False,212644920,everyone,0,0,0,0,0,
"Yes, there is currently congestion in Cambridge.
https://t.co/x55mdVSrK8 https://t.co/1VLtfi2Jzf",,2023-04-07 12:15:06+00:00,False,1595544368441597961,everyone,0,0,0,0,0,
"Tom 
 Frederick 
 Patricia 
 Ferdinand 
 #推特粉丝 https://t.co/OH3NTZ3HF9",,2023-04-07 12:15:06+00:00,False,1969682366,everyone,0,0,0,0,0,
Let's go zkSync @Renee7eth @Belal_3211 @55Omidjafari @marllen9879 @Xmorlyyy @dreypacci  https://t.co/j4JLKAmvLO,[<ReferencedTweet id=1644237559462080513 type=quoted],2023-04-07 12:15:06+00:00,False,1643425090825060353,everyone,0,0,0,0,0,
We recieve the Easter greetings from the SG thereof https://t.co/CpPWYbBojM,[<ReferencedTweet id=1644306360052359168 type=quoted],2023-04-07 12:15:06+00:00,False,1630044237105356801,everyone,0,0,0,0,0,
GOOOOOOOD SHMORNIN‼️‼️‼️ https://t.co/HxPzvXTboy,,2023-04-07 12:15:06+00:00,False,1161048147809964039,everyone,0,0,1,0,0,
"Come join our Team! Exciting opportunities for various Healthcare Roles both Permanent &amp; Temporary Full Time/Part Time in the West Region-Galway/ Roscommon. For more information and to apply click on the link below: 
https://t.co/UOqS9lYeOU https://t.co/aYiZf7xD76",,2023-04-07 12:15:06+00:00,False,957980414592864257,everyone,0,0,0,0,0,
Es fan de Taylor Swift https://t.co/4K9yELRSWa,[<ReferencedTweet id=1644152940578365440 type=quoted],2023-04-07 12:15:06+00:00,False,1207384064568811521,everyone,0,0,0,0,0,
"Do you like my pokemon?🍒🍒🍒 
#成都资源 #成都 https://t.co/W2AU7v1Csu",,2023-04-07 12:15:06+00:00,False,1635624332184387584,everyone,0,0,0,0,0,
"Good Friday reminds us that even in the darkest of times, hope remains. My prayer is that we cling to that promise and push forward knowing our best days are ahead of us. Wishing you all a blessed #GoodFriday. https://t.co/ZMusLTmvPl",,2023-04-07 12:15:06+00:00,False,1079776144524754944,everyone,1,0,2,0,2,
"💫🥰💯🤏💋
Decide produce difference collection.
#裸聊 #磕炮 #陪玩 #寸止 #丝袜 #文媛 https://t.co/1dVmfhSMlC",,2023-04-07 12:15:06+00:00,False,2666599644,everyone,0,0,0,0,0,
@chitaglorya3rd @exp_giveaways @taeboukie @bunniefied @CyrptosSherlock doneee https://t.co/ocLvbYzAMj,[<ReferencedTweet id=1644304743882428417 type=replied_to],2023-04-07 12:15:06+00:00,False,1639198936501223426,everyone,0,0,0,0,0,
"𝖎𝖓𝖙𝖊 𝖎𝖓𝖙𝖔 𝖈𝖔𝖚𝖗 𝖕𝖗𝖔𝖇𝖑𝖊𝖒 𝖒𝖎𝖌𝖍𝖙 𝖒𝖎𝖌𝖍𝖙 𝖐𝖓𝖔𝖜 𝖒𝖆𝖓𝖞 𝖒𝖎𝖌𝖍𝖙 𝖕𝖗𝖔𝖇 𝖆𝖑𝖘𝖔 𝖎𝖓𝖙𝖊 𝖒𝖆𝖓𝖞 𝖇𝖊𝖋𝖔𝖗𝖊 𝖆𝖑𝖘𝖔 𝖇𝖊𝖋𝖔𝖗𝖊 𝖑𝖎𝖐𝖊 𝖒𝖚𝖘𝖙 𝖗𝖆𝖒 𝖑𝖎𝖐𝖊 c1y  TN1 
كٕوٕدٕ خٕصٕمٕ 
ٱےهےربَ ٱےهـربَ  →نون☭ نمشے سےفے ٱونٱس ☭ https://t.co/tAeEhH9aTY",,2023-04-07 12:15:06+00:00,False,2502697364,everyone,7,3,16,7,0,
@LineChuuu get off twitter,[<ReferencedTweet id=1644297940536524801 type=replied_to],2023-04-07 12:15:06+00:00,False,1637857349917642753,everyone,0,0,0,0,0,
"Just like @barbie, there's a notebook for everything at @whsmithofficial 👌⠀
⠀
#Barbie #BarbieTheMovie #BarbieMovie #theliberty #libertyromford #romford #eastlondon #london #essex https://t.co/r7hTNCsL2Z",,2023-04-07 12:15:06+00:00,False,382049223,everyone,0,0,0,0,0,
"Good project
@FREEAPP85684206 
@Tanjin_Tisha_ 
@SinthiyaMst https://t.co/hl0id4NI9u",[<ReferencedTweet id=1644263899003494406 type=quoted],2023-04-07 12:15:06+00:00,False,1563838639750057984,everyone,0,0,0,0,0,
"👌😄🤨😍🤏
Data Mr amount whose American.
sufrhrprise   #曼彻斯特  约  炮 https://t.co/n6tDhJQdP5",,2023-04-07 12:15:06+00:00,False,2734026155,everyone,0,0,0,0,0,
This is insane thanks for Art Blocks team! @RaphGramm @Xhvga @tobiasreber @akkmmnn @GrafikTiago @slosneaks @MotionAltered @BlokstarSbhengu @greenfoxillo https://t.co/6svLEplQGa,[<ReferencedTweet id=1644305066306809856 type=quoted],2023-04-07 12:15:06+00:00,False,3043815708,following,0,0,0,0,0,
"At Signature Payments, we wish you and your families a peaceful and blessed Good Friday. 

#signaturepayments #spring #easter #goodfriday https://t.co/wYyoZwnnW5",,2023-04-07 12:15:06+00:00,False,1590412110848311296,everyone,0,0,0,0,0,
"Verifying my Twitter account for my #GalxeID gid:LTK2EbqXn9ytzf88BKTj9M @Galxe 

 https://t.co/WRMMlOp5KW",,2023-04-07 12:15:06+00:00,False,1642928051943260160,everyone,0,0,0,0,0,
"Common Threat Matrix for CI/CD Pipeline

This is an ATT&amp;CK-like matrix focus on CI/CD Pipeline specific risk. MITRE ATT&amp;CK is a knowledge base of adversary tactics and techniques. To map the threat of CI/CD Pipeline, I use the same classification as th… https://t.co/n3eS0CZ1T7 https://t.co/SXLRr0y3Ug",,2023-04-07 12:15:06+00:00,False,1430450807451828228,everyone,0,0,0,0,0,
Thank you @KDUBRadio1 😎🔥 https://t.co/cGWE4wlsBk,[<ReferencedTweet id=1644266881631518725 type=quoted],2023-04-07 12:15:06+00:00,False,861679590896529409,everyone,0,0,0,0,0,
"It’s not often I drawn attention to articles from The National, but this one from 2017 is worth remembering.

https://t.co/sdxENE8YAU https://t.co/XnuiffcXCy",,2023-04-07 12:15:06+00:00,False,1327728835215978502,everyone,0,0,0,0,0,
AIMSEY RETURN TODAY!! NOW WITH MORE TEETH :D https://t.co/dMxZM49f6i,,2023-04-07 12:15:06+00:00,False,1078855409732124673,everyone,0,0,0,0,0,
"bokep indo viral mesum live colmek bumil Sex  ❣️ 
#宁波 #宁波资源 #宁波丝足 https://t.co/sqQQZ3WoUJ",,2023-04-07 12:15:06+00:00,False,1632489006435844097,everyone,0,0,0,0,0,
I’m exchange for what? https://t.co/IJjhBeBUZG,[<ReferencedTweet id=1643942936743116800 type=quoted],2023-04-07 12:15:06+00:00,False,282545278,everyone,0,0,0,0,0,
WE don't need Hall Monitors! &lt;3 https://t.co/zXjOXg3BbL,[<ReferencedTweet id=1643705464298041344 type=quoted],2023-04-07 12:15:06+00:00,False,219730476,everyone,0,0,0,0,0,
